,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,"Twitter and Insomnia are best buddies......I choose to sleep now, GoodNight.",South Africa,2016-11-30 23:59:58+00:00,804112769616330752,403504429
1,Was such a trying day. Now it's a trying night 😢 insomnia thou art a heartless bitch!,"Midrand, South Africa",2016-11-30 23:59:57+00:00,804112766453878784,40722235
2,"TODAY will never come again.
Be a blessing ,Be a friend ,encourage
Someone ,take time to care ,let's your
Words heal ,and not wound.
""
#Mzie https://t.co/jwqwUgIhpl","Durban, South Africa",2016-11-30 23:59:42+00:00,804112701022683137,3388722905
3,These Canadian dudes make some good music,"East London, South Africa",2016-11-30 23:59:41+00:00,804112697646268421,163659563
4,Wow I just kept embarrassing myself in front of my crush. Sies what a dream 💔,"Randburg, South Africa",2016-11-30 23:59:27+00:00,804112637520912384,254026483
5,"Il drink on the 16th, 22nd, 25th and 01 Jan https://t.co/eomBMeIKIz","Pretoria, South Africa",2016-11-30 23:59:17+00:00,804112597251407886,2533651714
6,Dude you drink too much,"Valspan, South Africa",2016-11-30 23:58:57+00:00,804112514929881088,207464251
7,PND x Wus Good/Curious,"East London, South Africa",2016-11-30 23:58:53+00:00,804112497422848000,163659563
8,Dipuo is spicy as well.  She just gave us the best reply to texts from our exs 😭❤🔥 https://t.co/k3AfAkBAc6,South Africa,2016-11-30 23:58:36+00:00,804112426828447751,746811756
9,"Well, different strokes for different folks. Some will like you some won't.  What can you do but keep living your life.","Alberton, South Africa",2016-11-30 23:58:22+00:00,804112368301129734,155015378
10,I think i should cut down my drinking this December... Budget ayivumi https://t.co/gFK4CdpUbu,"Pretoria, South Africa",2016-11-30 23:57:51+00:00,804112235786338305,2533651714
11,You were sleeping on DIP wena😂😂😂 https://t.co/bPCO2ES8pz,"Pretoria, South Africa",2016-11-30 23:57:40+00:00,804112190592663556,263728509
12,She's already trending https://t.co/LlxCw0MTGp,"Johannesburg, South Africa",2016-11-30 23:57:37+00:00,804112177007394816,567148906
13,One of those days,"Westonaria, South Africa",2016-11-30 23:57:17+00:00,804112091820998656,223989257
14,"@Asiyami_gold awwwn it's a big pleasure of mine

Yes definitely 
If you need a tourist you know how to reach me yessssss so excited 😆😆😆","Randburg, South Africa",2016-11-30 23:57:14+00:00,804112081175855108,406994262
15,1 and a half hour on Skype  😍 https://t.co/ClPOehq9uN,"Polokwane, South Africa",2016-11-30 23:57:00+00:00,804112024498216960,317901795
16,@xx_niquita_xx you are so beautiful and your blog posts bring your experiences to life 😊💞 #KeepTheFaith,"Cape Town, South Africa",2016-11-30 23:56:40+00:00,804111937768407045,2504337251
17,My lungs are taking forever to recover. I'm blaming ezaGold Beyond 😭😭💔,"Port Elizabeth, South Africa",2016-11-30 23:56:15+00:00,804111834857041920,338599030
18,Once https://t.co/p5AL5oIGb6,"Pretoria, South Africa",2016-11-30 23:56:15+00:00,804111834743799809,263728509
19,My life. Busy/asleep https://t.co/4KtVkUDfyQ,"Alberton, South Africa",2016-11-30 23:56:09+00:00,804111808315400192,155015378
20,The new #TribeCalledQuest album is amazing. Love it!,"Johannesburg, South Africa",2016-11-30 23:56:07+00:00,804111798622449666,154109705
21,"Cape Town, I was in you!

#capetown #southafrica #rhodes #memorial #columns #sky #sony #a5100… https://t.co/yC7N6EHtTr","Cape Town, South Africa",2016-11-30 23:56:04+00:00,804111789264879619,22107552
22,Mama she made it. DIP https://t.co/U9SWJc1umj,"Pretoria, South Africa",2016-11-30 23:55:48+00:00,804111720344076288,263728509
