,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,Dora the explorer told me otherwise. They are normally pink. (Ata) https://t.co/QiCj4Irc1W,"Quezon City, National Capital Region",2017-11-30 23:59:54+00:00,936384322142998529,289362391
1,Gooodmorning!! Hello December!!,"Batangas City, Calabarzon",2017-11-30 23:59:49+00:00,936384302408916992,1538441401
2,Goodmorning!,"Calabarzon, Republic of the Philippines",2017-11-30 23:59:48+00:00,936384296473870338,3071579317
3,December 🎄🥂🎁💖,"Paranaque City, National Capital Region",2017-11-30 23:59:47+00:00,936384293303066625,309644182
4,@MartinH33031997 @Bigalanh5 Thats why i said i didnt expect an answer!,"Cebu City, Central Visayas",2017-11-30 23:59:46+00:00,936384289276489728,1527066073
5,CRIS UNDER THE ☀ https://t.co/vaH51R81VB,"Pasig City, National Capital Region",2017-11-30 23:59:38+00:00,936384255692750848,600897914
6,"Someday, i'll become one of the greatest Photographer/Filmographer in the Philippines!","Antipolo City, Calabarzon",2017-11-30 23:59:37+00:00,936384249975803905,2627531232
7,"You will always be in my prayers ❤️🦄😇😘 i love you, @steadyvera 🎀🙏🏻

#lalove #YouthHigh @… https://t.co/jRWPqRK8wD","Muntinlupa City, National Capital Region",2017-11-30 23:59:36+00:00,936384248742862848,51427256
8,Good read. #WorldAIDSDay https://t.co/KmUEyZNtRt,"Quezon City, National Capital Region",2017-11-30 23:59:34+00:00,936384240345739264,250991924
9,ONE DAY https://t.co/mTBgu6JwDA,"Cebu City, Central Visayas",2017-11-30 23:59:33+00:00,936384236084387845,94938277
10,We love to eat 😍😘❤️ #loves #date #happytummy @ Yabu: House of Katsu https://t.co/JhM5I8oLcR,"Mandaluyong City, National Capital Region",2017-11-30 23:59:27+00:00,936384209958195202,74266199
11,"@donnypangilinan 
Everyday routine, listening of your song did you cuz i miss you😊
#LSS 
#donnypangilinan","Cebu City, Central Visayas",2017-11-30 23:59:26+00:00,936384206078275585,802740140904853504
12,Good morning 😊,"Davao City, Davao Region",2017-11-30 23:59:20+00:00,936384180207751168,3180817056
