,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,Goodmorning December!🧡,"Iriga City, Bicol Region",2021-11-30 23:59:54+00:00,1465832995961524226,988425234863702016
1,gmoorning 😘,"Manila City, National Capital Region",2021-11-30 23:59:52+00:00,1465832984993759232,1363507122965684230
2,@dianescario 2nd post credit hehe,"Manila City, National Capital Region",2021-11-30 23:59:51+00:00,1465832984267804674,216220129
3,still sleepy 😴,"San Pablo City, Calabarzon",2021-11-30 23:59:37+00:00,1465832923081293824,1224364928024211456
4,Thoughts on life 😊😊😊😊 https://t.co/dnVI7PFqYR,"Davao City, Davao Region",2021-11-30 23:59:34+00:00,1465832910133477378,38321810
5,Good morning! 🥰,"Lucena City, Calabarzon",2021-11-30 23:59:20+00:00,1465832854252781572,324888578
6,Looooord 🥲🥲🥲,"Pasig City, National Capital Region",2021-11-30 23:58:47+00:00,1465832713319944193,1243192562560589825
7,3hrs sleep ey!,"Pasig City, National Capital Region",2021-11-30 23:58:42+00:00,1465832694625886208,1713926618
8,Good Morning ❤️,"Pasig City, National Capital Region",2021-11-30 23:58:39+00:00,1465832680847601664,1322621811457093632
9,Cutiee woo💙 https://t.co/SyGH4MlJCb,"Virac, Bicol Region",2021-11-30 23:58:38+00:00,1465832677097967616,1071014060026556416
10,everyday mirror selfie lol. 😅 https://t.co/EY2RlAOmV6,"Makati City, National Capital Region",2021-11-30 23:58:21+00:00,1465832602854518797,824498244935774209
11,December ☺️,"Tacloban City, Eastern Visayas",2021-11-30 23:58:14+00:00,1465832576518529025,124092041
12,December pls lang 🙏🏻🙏🏻🙏🏻,"Pasay City, National Capital Region",2021-11-30 23:58:12+00:00,1465832566821244931,40240228
13,@JelaiAndres THANK YOU FOR THE BLESING 🤍#santajelai🤍 https://t.co/AIwmiAz3Tp,"Binmaley, Ilocos Region",2021-11-30 23:58:09+00:00,1465832553420517381,1459488225030852610
14,@thecryptomaxim @RealEmpireToken Proof https://t.co/aoy2t4T87y,"Pasig City, National Capital Region",2021-11-30 23:57:52+00:00,1465832485145952256,1359005978813865986
15,@bjorgvinarn @SYFY @USA_Network Me: (knowing the season finale episode will be out tonight…) #chucky https://t.co/gu2Eg9e3hH,"Pasig City, National Capital Region",2021-11-30 23:57:46+00:00,1465832456506937346,866255128831041537
16,Happy birthday AMMA 💕 I LOVE YOU ANOSAN NA KAMI LATTA 💕,"Vigan City, Ilocos Region",2021-11-30 23:57:39+00:00,1465832429948600322,1217080890192486400
17,The anxiety emeged,"Angeles City, Central Luzon",2021-11-30 23:57:37+00:00,1465832419097919491,150129005
18,Good Morning Happy 1st day of December 🎄,"Mabini, Davao Region",2021-11-30 23:57:33+00:00,1465832405294469126,1127176880925229056
19,all i remember was the good sex that followed after 🤭🙈 https://t.co/T07d0PCA3D,"Panabo, Davao Region",2021-11-30 23:57:32+00:00,1465832397476286468,634124054
20,@RealEmpireToken Congrats in Advance for Launch hope for your project will be successful to the moon🚀🚀🚀 $EMPIRE,"Pasig City, National Capital Region",2021-11-30 23:57:25+00:00,1465832371992035328,1359005978813865986
21,happy dec 1st everyone,"Moalboal, Central Visayas",2021-11-30 23:57:23+00:00,1465832363221417986,416714846
22,"If the neighbors call the cops, call the sheriff, call the swat, we don't stop. We keep rocking while they knocking on our door. And you're screaming ""give it to me, baby, give it to me, motherfucker""

PUTANGINA HAHAHAHA","Quezon City, National Capital Region",2021-11-30 23:57:21+00:00,1465832353444483075,1274369144314454017
23,"Just posted a photo @ Balajadia Kitchenette, Slaughter Compound, Baguio City https://t.co/apR5NzeGAn","Baguio City, Cordillera Admin Region",2021-11-30 23:57:10+00:00,1465832305881190404,1593980328
24,OH YES!!! HAPPY DECEMBER 1 NA PALA!!!,"Manila City, National Capital Region",2021-11-30 23:57:03+00:00,1465832278677143554,1008149515147153409
25,Good morning life crisisss,"Labo, Bicol Region",2021-11-30 23:57:02+00:00,1465832272066535424,2392648302
26,"@winkonli_ Yeah, damhin nalang ang pighati...","Bacolod City, Western Visayas",2021-11-30 23:56:58+00:00,1465832258762248192,857122845683589120
27,@rmmyboi19 feel you 🤣,"Manila City, National Capital Region",2021-11-30 23:56:56+00:00,1465832247550902272,1013734916197048320
28,That look of pain (having planned to kill your own niece in a bus explosion) transition eventually to pleasure is just scary and mind boggling!! No wonder may na stroke nung mapanuod ito. Superb great actress talaga si Princess Punzalan!! (C) @IP102391,"Cainta, Calabarzon",2021-11-30 23:56:46+00:00,1465832204987109379,147469011
29,@LakersSBN @KingJames Get well .. we need you 🙏,"Pasig City, National Capital Region",2021-11-30 23:56:44+00:00,1465832197726687234,3523018699
30,Days like these https://t.co/ZSEe0r1sNl,"Legazpi City, Bicol Region",2021-11-30 23:56:33+00:00,1465832151950131201,868392571151687681
31,Birthmonth. Make it a December to remember! 🙏🏻😉,"Makati City, National Capital Region",2021-11-30 23:56:31+00:00,1465832142282190849,2856171174
32,"Always and Forever 
🙏🙏🙏♥️💚 @ Brgy San Vicente Bo.6 Banga South Cotabato https://t.co/wTNgd9UwfD","Banga, Soccsksargen",2021-11-30 23:56:22+00:00,1465832106370682881,219938574
33,Cornbeef with lots of lots of cheese is definitely way better😍,"Taguig City, National Capital Region",2021-11-30 23:56:17+00:00,1465832083486490628,3722705478
34,"Yeah, I got a fistful of your hair but you don't look like you're scared. 
You're just smiling tell me daddy it's yours. 'Cause you know how I like it use a dirty little lover.","Quezon City, National Capital Region",2021-11-30 23:56:16+00:00,1465832082437918722,1274369144314454017
35,Got this free cup from Starbucks becuase it’s their 50th anniversary todaaay! 🤩 Good morning 🌤✨ @ Robinsons Retail Group Head Office https://t.co/4KirqHO8n7,"Quezon City, National Capital Region",2021-11-30 23:56:02+00:00,1465832022895644683,95840982
36,"@arnoldgamboa They have, in the faces of BBM, Isko and Lacson (maybe Pacquiao too). They spread it to prevent Robredo from winning.","Pasig City, National Capital Region",2021-11-30 23:55:57+00:00,1465831999671713793,85686175
37,Birth month 🥰,"San Miguel, Central Luzon",2021-11-30 23:55:54+00:00,1465831986657120256,1036462099042430976
38,Sana mag self healing tong phone ko,"Labo, Bicol Region",2021-11-30 23:55:31+00:00,1465831891710349315,2392648302
39,@thecryptomaxim @SpintopNetwork TG Spongeee https://t.co/wB4CFpGVyK,"Pasig City, National Capital Region",2021-11-30 23:55:17+00:00,1465831833875390465,1359005978813865986
40,Hello December ✨❤️,"Puerto Princesa City, Mimaropa",2021-11-30 23:55:09+00:00,1465831800732012544,1306750278884978689
41,i wish i was dead,"Cotabato City, Soccsksargen",2021-11-30 23:54:20+00:00,1465831595198545920,942258036017467394
42,Back to normal na ang banking hours jusko,"Don Carlos, Northern Mindanao",2021-11-30 23:54:16+00:00,1465831578840420352,577874388
43,@hoyshilay_ Me too :(,"Cebu City, Central Visayas",2021-11-30 23:54:11+00:00,1465831554442149888,433877237
44,@GeneFajardo2 @Moneyma78808638 @56audrey57 This is so true.,"Mandaue City, Central Visayas",2021-11-30 23:54:01+00:00,1465831516349480965,1397468089868902400
45,"BERSHKA SKINNY JEANS HIGHWAIST our brand new overrun with good quality fabric made in Bangladesh.

Swipe left to see other variations.  ⬅️

For any inquiries send us message for more details. 🤍 @ Cainta Rizal Phillipines https://t.co/4xc8ZgUvmU","Cainta, Calabarzon",2021-11-30 23:53:53+00:00,1465831482744782872,3561816499
46,@thecryptomaxim TG Spongeee https://t.co/VLOrmlcpRY,"Pasig City, National Capital Region",2021-11-30 23:53:49+00:00,1465831463220555778,1359005978813865986
47,"Grab your crypto airdrops and share it to your friends, so everyone will earn.

FOLLOW US:
Twitter:
https://t.co/RtU9fwNmHQ
Instagram:
https://t.co/s2XdybyIKB
https://t.co/aV7P910iHi","Cardona, Calabarzon",2021-11-30 23:53:39+00:00,1465831421524602880,1395559467433873414
