,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,be the best month pls💙 https://t.co/v7uxtwb4AV,"Sariaya, Calabarzon",2018-11-30 23:59:58+00:00,1068655909029666816,861428671768281088
1,December 1st 💕,"Quezon City, National Capital Region",2018-11-30 23:59:56+00:00,1068655903518339072,3613124660
2,"#ALDUBJustHappier 
Date https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:59:54+00:00,1068655894953508864,4603422132
3,"How about they investigate you real criminals,Finestine is the big dog running loose barking,why is she not investigated for her crimes,we know about them so you morons do to!! https://t.co/kFqm2JxIYX","Gen. Santos City, Soccsksargen",2018-11-30 23:59:53+00:00,1068655889479983104,1021928947
4,"Long over due... 

#lacrosse #olympicgames #goldmedal #usalacrosse  #ugandalacrosse @ Planet Earth https://t.co/ABIifqsf4l","Quezon City, National Capital Region",2018-11-30 23:59:52+00:00,1068655886959288321,787752878903525377
5,Be good to the people who are there for you.,"Daet, Bicol Region",2018-11-30 23:59:51+00:00,1068655880432832512,2988456653
6,"maybe you fell for her words again
that you were her star
so I never got the chance to say
that you are my universe","Santa Maria, Ilocos Region",2018-11-30 23:59:47+00:00,1068655863626293249,833103693163622400
7,D E C E M B E R !!! ✨,"Olongapo City, Central Luzon",2018-11-30 23:59:39+00:00,1068655833364357120,2629027040
8,"#ALDUBJustHappier 
Diapper https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:59:39+00:00,1068655833058144256,4603422132
9,I just fucking love my friends 🙈,"Quezon City, National Capital Region",2018-11-30 23:59:34+00:00,1068655812099198976,1564401686
10,Breakfast 🌞❤️ 👨‍👩‍👧‍👦 @ Holiday Inn Baguio City Centre https://t.co/45BeSUbGq7,"Baguio City, Cordillera Admin Region",2018-11-30 23:59:25+00:00,1068655772651839488,282912347
11,@hesukastro @OnlineTMFF Huhu dunno when i’ll be screening in PH yet,"Manila City, National Capital Region",2018-11-30 23:59:15+00:00,1068655730801094656,39010038
12,long weekend? what is that?,"Cagayan De Oro City, Northern Mindanao",2018-11-30 23:59:15+00:00,1068655729941241856,123202143
13,"MEAN GIRLS AHHHHH THANK U, NEXT MV 🖤💖","Tuguegarao City, Cagayan Valley",2018-11-30 23:59:09+00:00,1068655706956488710,2492782292
14,Hello December.,"Las Pinas City, National Capital Region",2018-11-30 23:58:59+00:00,1068655663641899009,1031053737589010432
15,"good morning, december!!✨","Guiguinto, Central Luzon",2018-11-30 23:58:58+00:00,1068655659179114496,734809858126422016
16,@Maaeee13 HAHAHAHA,"Cebu City, Central Visayas",2018-11-30 23:58:57+00:00,1068655656272457729,4905579919
17,last month of the year 🖤,"Meycauayan, Central Luzon",2018-11-30 23:58:57+00:00,1068655653617524737,406290496
18,"#ALDUBJustHappier 
Dial https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:58:54+00:00,1068655641143631873,4603422132
19,December 1st! Let's make it lit!,"National Capital Region, Republic of the Philippines",2018-11-30 23:58:52+00:00,1068655635019911168,3289733094
20,Benefit brow wishlist,"Candelaria, Calabarzon",2018-11-30 23:58:50+00:00,1068655626694275073,746537133272240128
21,"#ALDUBJustHappier 
Dual https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:58:47+00:00,1068655612722958336,4603422132
22,"#ALDUBJustHappier 
Duel https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:58:40+00:00,1068655581823590400,4603422132
23,"(Selling as set)
ILHOON Hour moment inclusion. 
- 2 Photocard (1 adult, 1 baby picture)
- 1 Postcard

DM pls :) https://t.co/YxyUl3k5lT","Bacoor, Calabarzon",2018-11-30 23:58:35+00:00,1068655561204359168,921828599967113216
24,H E L L O D E C 1st ❤️,"Bacoor, Calabarzon",2018-11-30 23:58:34+00:00,1068655558947823616,703820285959516161
25,"How often do you go out??

#DADDYSGURLTwinning
@mainedcm 💛","Taguig City, National Capital Region",2018-11-30 23:58:34+00:00,1068655558901719040,3313366232
26,Dafuck https://t.co/HdZifKeovy,"Iloilo City, Western Visayas",2018-11-30 23:58:32+00:00,1068655551993638912,2325524293
27,"Hello December 🎄, my heart goes to you 😉","Iriga City, Bicol Region",2018-11-30 23:58:31+00:00,1068655545639260161,2992312249
28,"I'm at Technological University of the Philippines in Manila, Metro Manila https://t.co/qOBVqqtvug","Manila City, National Capital Region",2018-11-30 23:58:29+00:00,1068655537078833152,568837600
29,bIRTH MONTH 😌💛,"Paranaque City, National Capital Region",2018-11-30 23:58:29+00:00,1068655536663494656,450909774
30,"no matter how ppl try to look down on u, u will always have the same value and no one can change that.💯✨🌸","Baler, Central Luzon",2018-11-30 23:58:27+00:00,1068655531357888512,964339393107451904
31,merry december,"Malolos City, Central Luzon",2018-11-30 23:58:23+00:00,1068655513427050496,140286228
32,Goodmorninggggg 💙,"Tacurong, Soccsksargen",2018-11-30 23:58:21+00:00,1068655502698065920,826712917940723713
33,You stuck in the friend zone,"National Capital Region, Republic of the Philippines",2018-11-30 23:58:19+00:00,1068655497316691968,3289733094
34,"#ALDUBJustHappier 
Deaper https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:58:19+00:00,1068655497165733889,4603422132
35,@jnnlroy gift ku ah’,"San Ildefonso, Central Luzon",2018-11-30 23:58:16+00:00,1068655483253252097,1039598390
36,@Francaesnor Thank you te ❤️,"Davao City, Davao Region",2018-11-30 23:58:16+00:00,1068655482389245953,1048409345384316928
37,"#ALDUBJustHappier 
Deap https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:58:10+00:00,1068655459714838528,4603422132
38,@dn_dalman you would've regretted telling her,"Cebu City, Central Visayas",2018-11-30 23:58:06+00:00,1068655439120760832,4664449651
39,1st of dec,"Makati City, National Capital Region",2018-11-30 23:57:59+00:00,1068655410721112064,1582426255
40,FOR KEEPS🔐✨ https://t.co/B5jhILAnEm,"Mandaue City, Central Visayas",2018-11-30 23:57:58+00:00,1068655406619062272,947099514887794688
41,Bb cloy2 https://t.co/2CioQaQR9W,"Davao City, Davao Region",2018-11-30 23:57:58+00:00,1068655406241656832,3836825310
42,Goodmorning ppl,"Rodriguez, Calabarzon",2018-11-30 23:57:55+00:00,1068655397039296512,720103375203909633
43,"Ari’s thank u, next MV 😍 aaahhhh!!!! ❤️❤️❤️","Surigao City, Caraga",2018-11-30 23:57:54+00:00,1068655391758794752,951467552
44,"The true question we need to ask is WHEN WILL WE STOP THIS,STAND UP FIGHT CRIMINALS. https://t.co/adUIGtB1uU","Gen. Santos City, Soccsksargen",2018-11-30 23:57:52+00:00,1068655381327409152,1021928947
45,"#ALDUBJustHappier 
Dust https://t.co/726uduIUGn","Quezon City, National Capital Region",2018-11-30 23:57:50+00:00,1068655375199559680,4603422132
46,Do or die sa Chemistry for Engineering student lecture wahhh,"Manila City, National Capital Region",2018-11-30 23:57:50+00:00,1068655373484261376,759361451312021504
47,be good December😌,"Cordillera Admin Region, Republic of the Philippines",2018-11-30 23:57:48+00:00,1068655366500536320,761836448253304838
48,"More than the number of connections or likes in FB, give more value to those who will genuinely tell you things that you need to hear no matter how painful it is. You need it.","Manila City, National Capital Region",2018-11-30 23:57:45+00:00,1068655353426980864,823425588
49,Defense daaay 🙏🏻,"Silang, Calabarzon",2018-11-30 23:57:44+00:00,1068655349605888000,978317150631768064
50,Please visit us @                           Afrotech Auto Service Center                                                     Mc Arthur Highway Dumoy Davao City https://t.co/frL4VboreX,"Davao City, Davao Region",2018-11-30 23:57:39+00:00,1068655329523761152,303553057
51,@jaysonavestruz8 true ate hahahaha love ko yan ♥️,"San Pablo City, Calabarzon",2018-11-30 23:57:38+00:00,1068655323198586880,960542256406044672
52,@annecurtissmith @annecurtissmith good morning....,"Taguig City, National Capital Region",2018-11-30 23:57:36+00:00,1068655316613693441,1002760672562720769
53,@zaizaantioquia goodluck ate zai😘,"Tanauan City, Calabarzon",2018-11-30 23:57:32+00:00,1068655299567992833,904249145979920384
54,BAAAARRRRSSS!!! 😂 https://t.co/4MCRowpvZH,"Tanza, Calabarzon",2018-11-30 23:57:32+00:00,1068655299400097792,239309078
55,So what we get drunk? We're just having fun. We don't care who see.,"Malabon City, National Capital Region",2018-11-30 23:57:31+00:00,1068655295532949505,525043915
56,omggg!!! my favee purepure https://t.co/aZ1mlBCi4q,"Pasay City, National Capital Region",2018-11-30 23:57:24+00:00,1068655267011690496,4704120002
57,"Favorite kind of movie?? 🙂

#DADDYSGURLTwinning
@mainedcm 💛","Taguig City, National Capital Region",2018-11-30 23:57:22+00:00,1068655255288668160,3313366232
58,"Lord listen naman talga November is a very lucky month fr me Coz  its my bday month at binigay nya ang fst timeless ko and meng and Tisoy makes my bday complete... Gogogo December na...yang 2 makes me more happier...

#ALDUBJustHappier

#ALDUBJustHappier https://t.co/DaHNhgKoSj","Silang, Calabarzon",2018-11-30 23:57:13+00:00,1068655217653075969,1010070808738189312
59,Happy December 👋🏻,"Quezon City, National Capital Region",2018-11-30 23:57:05+00:00,1068655184878874624,4644568160
60,i'm sorry I can't be perfect,"Davao City, Davao Region",2018-11-30 23:56:57+00:00,1068655151722852352,1016958842314240000
61,Good Morning!,"Binan City, Calabarzon",2018-11-30 23:56:57+00:00,1068655149785260033,220302886
62,I should start the month happy and positive. Gege laban!!!,"Dasmarinas, Calabarzon",2018-11-30 23:56:52+00:00,1068655131715981312,1015358722711810048
