,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,What are you cancelling? https://t.co/aDd7dXhhzS,"Victoria Island, Nigeria",2017-11-30 23:59:50+00:00,936384304858451969,194789856
1,"Funmi,
You don't have any idea how much I miss you.
Miss talking with you, how I miss the sound of your voice, your laughter, everything!!!
But then, you'll never know!!!","Lagos, Nigeria",2017-11-30 23:59:26+00:00,936384207886127105,1250964258
2,Temi what are you drinking? https://t.co/MDNPvcfe8U,"Ibadan, Nigeria",2017-11-30 23:59:25+00:00,936384201183694849,549937775
3,Reminiscing on a 2017 and realizing that all I asked for has been accomplished and one underway. I can't help but be grateful to God.,"Lagos, Nigeria",2017-11-30 23:59:17+00:00,936384169596334080,223679897
4,"😂😂😂 my brother we kuku dey scope each other 
Onpe https://t.co/AKq7JH7YAo","Ibadan, Nigeria",2017-11-30 23:58:28+00:00,936383963165323264,549937775
5,I keep going through @FashionNova  like I’m crazy 🤦🏾‍♀️🤦🏾‍♀️,"Abuja, Nigeria",2017-11-30 23:58:20+00:00,936383929535344641,170634720
6,Am happy for Wizkid victory over defeating jay-z and drake in MOBO AWARD. and congratulation to… https://t.co/sGOH3NROO0,"Abakaliki, Nigeria",2017-11-30 23:57:59+00:00,936383841031163904,773316723844022273
7,"You might wanna see this.
@KraksTV 
@SemilooreAkoni 
@TrailerJam https://t.co/QkQLbMYLzu","Ikeja, Nigeria",2017-11-30 23:57:57+00:00,936383830805630976,510933610
8,@AWinMusic Thank you. I'll be in touch.,"Adamawa, Nigeria",2017-11-30 23:57:54+00:00,936383819871064064,3241661423
9,@Ms_Karlynn You see how people miss out on their blessings https://t.co/iTIh5sGS3V,"Abuja, Nigeria",2017-11-30 23:57:44+00:00,936383778200735744,223119283
10,"Walai 
""if"" God grants me grace I'm torn between 2012 Rolla sport or muscle sport https://t.co/WtnG2kxqRu","Ibadan, Nigeria",2017-11-30 23:57:22+00:00,936383686701920256,549937775
11,Happy birthday our future barrister @Maryyam_Faru may u witness many more blissful years ahead. Don’t forget to keep Maryam’s cake,"Bauchi, Nigeria",2017-11-30 23:57:10+00:00,936383634612916225,381496908
12,"May d Almighty Allah guide &amp; protect you &amp; your family, plus open HIS various ways of blessing &amp; favours upon you &amp; your family.Juma'at Mbrq","Kaduna, Nigeria",2017-11-30 23:57:07+00:00,936383621182775296,893553988892807168
13,What am I doing wrong? 😫😂 https://t.co/NJZUZD7NtO,"Lagos, Nigeria",2017-11-30 23:56:55+00:00,936383573073985536,344689949
14,PwC x-rays role of data and analytics on business growth https://t.co/plmqxHIE49 https://t.co/T8K4opuuyM,"Lagos, Nigeria",2017-11-30 23:56:44+00:00,936383524713705472,217456838
15,FCMB pays N6.96bn for 60% stake in Legacy https://t.co/DwdcTwiv6y https://t.co/Mt7iovslDu,"Lagos, Nigeria",2017-11-30 23:56:39+00:00,936383505248014336,217456838
16,The President must take charge of the “Presidency” https://t.co/jB3nwHIlsi https://t.co/pO559OaB5P,"Lagos, Nigeria",2017-11-30 23:56:34+00:00,936383482581929984,217456838
17,Architecture i still love you with all my heart,"Zaria, Nigeria",2017-11-30 23:56:29+00:00,936383461711020032,1059808664
18,The Real Significance Of The Broom https://t.co/y20KxXTcIN https://t.co/gNOzYRRs3g,"Lagos, Nigeria",2017-11-30 23:56:28+00:00,936383460549197830,217456838
19,Happy birthday😻🌹🎉🎈 @Maryyam_Faru 🎁,"Ogun, Nigeria",2017-11-30 23:56:26+00:00,936383449300074497,568209138
20,Happy new month booboo❣️@iam_kayboy,"Ikeja, Nigeria",2017-11-30 23:56:23+00:00,936383439015759874,3199597355
21,Egypt lifts remaining currency restrictions as crunch abates https://t.co/vAAna1ijNW https://t.co/jGXwnvCUEA,"Lagos, Nigeria",2017-11-30 23:56:21+00:00,936383428114739200,217456838
22,"#LoveAndWorship ... the EP

#IAmCLIFFORD
#worshipmaniac
#DrCLIFF… https://t.co/CydSvW99lc","Osun, Nigeria",2017-11-30 23:55:37+00:00,936383244207050752,51482271
23,"😂😂😂😂 I don shower 
I might have to again https://t.co/YN1u88Wbmp","Ibadan, Nigeria",2017-11-30 23:55:05+00:00,936383113038565381,549937775
24,Pow pow!!!. Two shots at once from Jimmy. https://t.co/4Z46j9jb9X,"Ikeja, Nigeria",2017-11-30 23:54:49+00:00,936383042314227713,2751532325
25,"😂😂😂 read well
Oniranu 
""beside quilox "" https://t.co/23Y9rjS96e","Ibadan, Nigeria",2017-11-30 23:54:15+00:00,936382899502374918,549937775
26,Goodnight 💀 https://t.co/KWg5bBSiiZ,"Abuja, Nigeria",2017-11-30 23:54:02+00:00,936382847220318208,223119283
27,"I've never been this excited for a #WorldCupDraw 🌏⚽ My prediction for the Nigeria @NGSuperEagles 
Russia 
Nigeria 🇳🇬🇳🇬🌏
Panama 
Spain https://t.co/c3M1UdrLXW","Osun, Nigeria",2017-11-30 23:53:31+00:00,936382715020103680,1208133774
28,"Wuyi ma nigga!!!
I remember the first time I ever heard phenom's music, it was off wuyi's phone.
That was back in 2010 in faculty of law basement, OAUIfe!!!
He probably doesn't remember.","Lagos, Nigeria",2017-11-30 23:53:08+00:00,936382620862238721,1250964258
29,"Say, [O Muhammad], ""Indeed, I have been forbidden to worship those you call upon besides Allah once the clear proofs have come to me from my Lord, and I have been commanded to submit to the Lord of the worlds.""","Kano, Nigeria",2017-11-30 23:53:07+00:00,936382617401819136,398920005
30,Rydefit X Ktx Recap! @ktxfitness @j.billion @Bodylineng #quovadishotel #cycling #abuja #wehititfirst https://t.co/3tudE0Qbul,"Abuja, Nigeria",2017-11-30 23:53:05+00:00,936382606941347840,704112364132687872
31,Senior ne 😂 https://t.co/E5QMP1Wefp,"Katsina, Nigeria",2017-11-30 23:52:50+00:00,936382545716969473,227739275
32,Aha.. Someone help a sister out.. 👇 https://t.co/Sf5nipfFSA,"Abuja, Nigeria",2017-11-30 23:52:45+00:00,936382523814313989,353161011
33,Happy Birthday Beautiful @An__noor ❤️,"Kaduna, Nigeria",2017-11-30 23:52:41+00:00,936382508085719040,4710634941
34,Gaga shuffling right now ....:.::,"Ikeja, Nigeria",2017-11-30 23:52:33+00:00,936382473990299650,586013300
35,@Its_Kizz Lol... Dare,"Ikeja, Nigeria",2017-11-30 23:52:32+00:00,936382469594664960,101313080
36,"LET'S END IT

End isolation
End stigma
End HIV transmission
#LetsEndIT @ Osun (state) https://t.co/4qP0fjGy2D","Osun, Nigeria",2017-11-30 23:52:32+00:00,936382469535825920,23751617
37,#bammy dreams do come true. Happy new month everyone. God is real.,"Lagos, Nigeria",2017-11-30 23:52:20+00:00,936382418952564736,249391918
38,@MashininiNF @KingIfedayo @KingAbsolute_ #ReplyTweet for real 😭,"Victoria Island, Nigeria",2017-11-30 23:52:11+00:00,936382382663524354,319320133
39,"It is Allah who made for you the earth a place of settlement and the sky a ceiling and formed you and perfected your forms and provided you with good things. That is Allah, your Lord; then blessed is Allah, Lord of the worlds.","Kano, Nigeria",2017-11-30 23:52:09+00:00,936382372785909762,398920005
40,Thanks 😊 https://t.co/jyUAiVRI0q,"Kaduna, Nigeria",2017-11-30 23:51:51+00:00,936382295988211714,4710634941
41,God forbid x2 https://t.co/0sYdBknSOL,"Lagos, Nigeria",2017-11-30 23:51:49+00:00,936382288568508416,91683589
42,Thank you fammm🙏🏾🙏🏾🙏🏾🙏🏾 https://t.co/PJXsFDrRCl,"Ibadan, Nigeria",2017-11-30 23:51:45+00:00,936382274068733953,190043403
43,@yusufdano Solid. I love Kebbi. There's a whole of richness from that part of Nigeria. #ExploreNigeria,"Abuja, Nigeria",2017-11-30 23:51:39+00:00,936382246046576641,353161011
44,"temperature down 24°C -&gt; 23°C
humidity up 88% -&gt; 94%","Port Harcourt, Nigeria",2017-11-30 23:51:34+00:00,936382224357769216,154362174
45,Call of duty: Black Ops III 🎮🎮,"Lagos, Nigeria",2017-11-30 23:51:20+00:00,936382167332081665,91683589
46,"2017 you've been a hell of a year so far. 
Happy last month of this great year. 
Happy new… https://t.co/BzolvgJ6eb","Owerri, Nigeria",2017-11-30 23:51:08+00:00,936382116270608384,2189024872
47,AS THE RAIN 2 D EARTH 'N' WATER IT SO SHAL THE LORDS BLESSING FALLS ON U 'N' WATERS UR LIFE HAPPY NEW MONTH! https://t.co/mhF58a1XQj,"Suleja, Nigeria",2017-11-30 23:50:58+00:00,936382073631277062,813005892421558272
48,@CYD_Mavin Yh and I’m very ashamed of it because I’m very unemployed And soon to be very broke😔,"Abuja, Nigeria",2017-11-30 23:50:57+00:00,936382070376534016,170634720
49,@eazyhigh helllo my MD. it nice to meet you here,Nigeria,2017-11-30 23:50:54+00:00,936382058548617217,936370187489640448
50,"Let’s how long this coke break will last , 

one day and counting....","Abuja, Nigeria",2017-11-30 23:50:48+00:00,936382032879476737,70043612
