,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,@BDUTT  So pathologically u hate Modi u have started getting fossils speaking against his policies 10 yrs down the line u will feel stupid,"Dehradun, India",2016-11-30 23:59:52+00:00,804112743800381440,2904252337
1,Beautiful win at end for #Carlsen with a queen sacrifice with mate to follow.. Great fighting effort from #Karjakin too..#CarlsenVsKarjakin,"Perambur Purasavakam, India",2016-11-30 23:59:28+00:00,804112643904503808,138668700
2,"temperature down 18°C -&gt; 16°C
humidity up 77% -&gt; 87%
wind 1kmh -&gt; 3kmh","Hyderabad, India",2016-11-30 23:59:24+00:00,804112627831975937,149715173
3,"Changes in brain MRI with aerobic exercises for 6 months.

@exerciseworks @BJSM_BMJ @EIMnews @c_assisi @PsycheIndia @IndrajitGupta https://t.co/z12DI84FB3","New Delhi, India",2016-11-30 23:59:18+00:00,804112600849993728,57009605
4,"He or she or they who hacked the Twitter account of #RahulGandhi...

The Nation pours blesses upon you for it! https://t.co/sYKt0G3UeM","Navi Mumbai, India",2016-11-30 23:59:16+00:00,804112592289533952,145674619
5,WOW BOW had a great time with this eye on one n only @jashannanarh the gream gangsta director of… https://t.co/M8HRzeVZ4w,"Jalandhar, India",2016-11-30 23:58:07+00:00,804112303218184192,573021027
6,"Me love all,Brahman,Rajput,&amp; Vyshya, u 3 not care me,My home is @BspUp2017,Next give Value me is @INCIndia,Do make Indian Flag on RSS Off?","Rajendra Nagar, India",2016-11-30 23:58:06+00:00,804112298662989824,752170352218763265
7,"Today is just the awesome day. Got upgradation from 3AC to 2AC on my journey to home.

#thnks_indian_railway.

This is crazy!!!!!","Modinagar, India",2016-11-30 23:57:50+00:00,804112232816766977,445964688
8,"Passenger Amenities Committee inspects Rajkot Railway station.
https://t.co/GhhMFcsmMp","Fort Tondiarpet, India",2016-11-30 23:57:08+00:00,804112057293361153,2602959463
9,"Controlling buffering is the most imp. thing when you want to go live on YouTube.. 
https://t.co/1k3xhYwp5q","Navi Mumbai, India",2016-11-30 23:56:24+00:00,804111871657869312,407679737
10,@narendramodi Sir just a suggestion can we have one Government firm who should be responsible for making all the Army uniforms and no one e,"Gurgaon, India",2016-11-30 23:55:32+00:00,804111652228657152,804106688810782720
11,"Following ownself culminating into one action and all enthusiasm,
Intense whole heartedness
Practice
Drop negation
Disconnect ego
Share","Mumbai, India",2016-11-30 23:55:25+00:00,804111622956421120,47531684
12,"#Kammattipaadam knows its strengths, and it is how the movie has managed to be a beautifully haunting thing! https://t.co/HiDUHcQFfC","Bengaluru, India",2016-11-30 23:54:42+00:00,804111441678647296,2914506588
13,U ll get it back to you multiple ☆ https://t.co/t966RWYzRR,"New Delhi, India",2016-11-30 23:54:18+00:00,804111342059651072,2360372840
14,My own RE TBA 350  i.e. ambito royal enfield # Royal Enfield… https://t.co/DueHbwGIVD,"Gaya, India",2016-11-30 23:53:48+00:00,804111219112235008,108920970
15,@menongautham Yet to watch AYM. Some say it's a must watch and some say please stay away. 🤔Watching it today. With GREAT expectations.,"Chengalpattu, India",2016-11-30 23:53:43+00:00,804111195351425024,102041182
