,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,Just posted a photo @ Sitto Gunno https://t.co/auRJhadFf3,"Abohar, India",2017-11-30 23:59:54+00:00,936384323112103936,2926496250
1,"@nytimes It is Americans that will destroy America neithe terror activities nor enemies not n Korea not any body else #but it is only Americans will destroy America #the American patriotism died long back #and heavy usage marijuana,drugs will start opium war against American society","Rajendra Nagar, India",2017-11-30 23:59:52+00:00,936384314849181696,337133859
2,"*Good Morning Friends...* 😀

*_Food for Thought_*

“Scars show us where we have been; they do… https://t.co/QDZD6i38D6","Meerut, India",2017-11-30 23:59:43+00:00,936384276630835201,45276296
3,@gud ❣mrng https://t.co/oU2cO2Oeyn,"Vishakhapatnam, India",2017-11-30 23:59:17+00:00,936384167897477121,912696202386223109
4,"Follow my fb page for latest cine, news and other updates.👇

https://t.co/u6kKT8gAIU

#fb #page #fbpage #follow #cinema #tamil #ethics #critics #movie #tamil #latest #updates #support #workmode #media #thiraikavingan #tkthepage #tks","Saidapet, India",2017-11-30 23:58:30+00:00,936383972812103680,707102068486475777
5,"Himachal poll
Bjp minimum  38
Maximum  47","Himachal Pradesh, India",2017-11-30 23:58:03+00:00,936383859368763392,932996846326243329
6,@jetairways Thank You so much for giving me a free upgrade to Business Class.. 😍😍😍,"Karnataka, India",2017-11-30 23:57:40+00:00,936383760773214208,558451435
7,Wake to the cockcrow to grow. Good Morning.#DailyRasam,"Mumbai, India",2017-11-30 23:56:20+00:00,936383424599871493,3315689347
8,"#new Dj Mix from @notherstyle 
titled “A Month 2 Remember”’
#nowavailable for streaming on… https://t.co/cZGMO6g0GM","Gurgaon, India",2017-11-30 23:55:56+00:00,936383323928190976,102246478
9,"Hello old friend, remember me? https://t.co/ALp1WSYU2X","Bengaluru, India",2017-11-30 23:55:33+00:00,936383229057155072,3119573018
10,"@Netra Friendship is a relationship between people who like each https://t.co/7hByUphfBD
is a very expensive gift.So don't expect it from everyone,because very
few people are rich rest others only talk.","Salem, India",2017-11-30 23:55:09+00:00,936383126258909184,2839905020
11,Lawlessness https://t.co/FFB63tKY3d,"Himachal Pradesh, India",2017-11-30 23:54:47+00:00,936383034596536320,932996846326243329
12,"PRABHU KI KRIPA Manush tan payo.
Let's thank God the Almighty who bestowed on us his blessings by virtue of awarding us birth as human being. https://t.co/WUJzJqouyw","Haridwar, India",2017-11-30 23:54:16+00:00,936382905659486209,1632723906
13,@AP Sooner there will be a law that the law makers and parliamentarians and senators should be castrated or be impotent not fit for sexual activity and yearly checking for proving their impotency is mandate then only thru continue or else they have to resign ###new law,"Rajendra Nagar, India",2017-11-30 23:54:04+00:00,936382856997126144,337133859
14,Jai hind,"Ghaziabad, India",2017-11-30 23:53:34+00:00,936382728660021249,921342434608664576
15,Traveling to #dwarka #mahadev,"Ahmadabad City, India",2017-11-30 23:53:10+00:00,936382628302917632,138126351
16,"Samir Khan
AbRam Khan @ New Delhi Laxminagar https://t.co/BEvtoIP8Ei","New Delhi, India",2017-11-30 23:53:04+00:00,936382603262865408,3735497232
17,Man perfected by society is the best of all animals; he is the most terrible of all when he lives without law and without justice. Arist.,India,2017-11-30 23:53:02+00:00,936382593968287744,844600442189332480
18,"@ShankkarAiyar @Netra Friendship is a relationship between people who like each https://t.co/7hByUphfBD
is a very expensive gift.So don't expect it from everyone,because very
few people are rich rest others only talk.","Salem, India",2017-11-30 23:52:47+00:00,936382531951255552,2839905020
19,"Making #Sanskrit  relevant in modern times

https://t.co/OnWvE8ejBX
@SanskritInMedia @GavishSkt @SB_Delhi @Samskrita @udayanah @sudhishtha","New Delhi, India",2017-11-30 23:52:18+00:00,936382410631004160,187204784
20,"@NITIAayog @Netra @DRDO_India @GES2017 @amitabhk87 @RajivKumar1 Friendship is a relationship between people who like each https://t.co/7hByUphfBD
is a very expensive gift.So don't expect it from everyone,because very
few people are rich rest others only talk.","Salem, India",2017-11-30 23:52:15+00:00,936382397255319554,2839905020
21,Life isn't about how many breaths you take but about the moments that take your breathe away...!!,"Hosur, India",2017-11-30 23:51:26+00:00,936382193131065344,826532929035657224
