,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,@couriermail Wrong placement of guy in red boardies on rock 🤣😂🤣,"Sunshine Coast, Queensland",2019-11-30 23:59:54+00:00,1200927466472165376,954469712
1,@JulieHanly2 Congratulations,"Perth, Western Australia",2019-11-30 23:59:53+00:00,1200927460239347712,47791811
2,@whydontwemusic I love u💖,"Gold Coast, Queensland",2019-11-30 23:59:47+00:00,1200927435979517952,994072231352373248
3,@carldibbert Can’t blame him for watching. Alternative is watching Everton 😂😂,"Sydney, New South Wales",2019-11-30 23:59:45+00:00,1200927426093568000,116671081
4,@liabzann But... Yoda’s species is unknown... What else can we call it? Baby Yodian?,"Sydney, New South Wales",2019-11-30 23:59:34+00:00,1200927380090417152,231092281
5,"@_ascarcella And if they’re not gonna use it correctly, definitely bin it. It’s ridiculous.","Melbourne, Victoria",2019-11-30 23:59:34+00:00,1200927379201245184,1652439061
6,@SBSNews Minimum farm gate price for milk NATIONALS,"Sydney, New South Wales",2019-11-30 23:59:31+00:00,1200927369894084608,2276972606
7,Anyone else be really heartbroken when they have to go into work because it’s mentally exhausting being around toxic people all day? Yeah same,"Morwell, Victoria",2019-11-30 23:59:30+00:00,1200927363048955904,2819426228
8,"Forever thankful for Miranda Cosgrove, Shane Battier and wii sports","Sydney, New South Wales",2019-11-30 23:59:23+00:00,1200927333328121856,416946412
9,@fodderfigure I couldn't make myself read it... i knew exactly the kind of drivel it would be. This kind of article hurts :(,"Melbourne, Victoria",2019-11-30 23:59:20+00:00,1200927324276842497,97634079
10,The rewards of working with angles. So happy for the guy and kids https://t.co/36vxA47kgJ,"Sydney, New South Wales",2019-11-30 23:59:06+00:00,1200927262259855360,37813994
11,"@sallymcmanus The arrogance of Dutton when after the vote he stated that Hanson's decision did not represent the wishes of her constituents on this Bill...How the bloody hell would he know???
Didn't get his way with Unions and hopefully his attempt to repeal #Medevac gets thwarted too 😁","Newcastle, New South Wales",2019-11-30 23:58:57+00:00,1200927226054602752,1220650550
12,"“I Don’t Practice What I Preach, I Preach What I Practice.”

@rod_dream1","Gold Coast, Queensland",2019-11-30 23:58:55+00:00,1200927218098008064,4742697607
13,Please!  Do one for @ClydeHusky!!! https://t.co/yB4pNGrKCq,"Sydney, New South Wales",2019-11-30 23:58:49+00:00,1200927194358276096,37784073
14,Fires still burning outside of Sydney sending a thick plume of smoke out. https://t.co/0LmVv4T5AM,"Sydney, New South Wales",2019-11-30 23:58:49+00:00,1200927193905262592,400919705
15,"@purplegrrl I would say quite a lot of my cousins are formally educated, beyond high school but our immediate families experience was very, very different from the broader family...","Sydney, New South Wales",2019-11-30 23:58:49+00:00,1200927191690645504,1431555540
16,@Crankie58 Jobs &amp; Growth!,"Melbourne, Victoria",2019-11-30 23:58:48+00:00,1200927187286650880,928747399
17,"@_ascarcella Imo, it was a pen. No ball and player went down. 

Personally love VAR when it’s used correctly. This occasion is a prime example of it not being used correctly. You can’t visually look at it from one angle and then go and make an incorrect call. You’ve got the tech, use it ffs","Melbourne, Victoria",2019-11-30 23:58:47+00:00,1200927182144462848,1652439061
18,#elijahmoments #lovethemoment❤️ @ Brightwood Adventure Park https://t.co/AobOyEON4h,"Baldivis, Western Australia",2019-11-30 23:58:44+00:00,1200927169540575233,3808654634
19,Such a loss 🙏 https://t.co/07IgtVKN2r,"Melbourne, Victoria",2019-11-30 23:58:33+00:00,1200927125080965122,388175343
20,Woo Hoo! Harwood Bridge over Clarence River nearly finished! 🥰 https://t.co/778xloW9WF,Harwood Bridge,2019-11-30 23:58:31+00:00,1200927117308858368,70004180
21,"@RadelaideRob Lefevre Park /Nantu Wama (Park 6) is available for anyone and everyone, including but not limited to a max of 20 horses. Adelaide can have both National Heritage listed Park Lands and a footy shed on some other site. https://t.co/dmzPxhdRUw","Springton, South Australia",2019-11-30 23:58:23+00:00,1200927082156421120,2339864977
22,An absolute giant of the field - RIP Sir Michael Howard 😢 https://t.co/rtOn4RuWdR,"Perth, Western Australia",2019-11-30 23:58:18+00:00,1200927063437262849,373869682
23,@Sumzylee Lmao you in particular go do am.,"Melbourne, Victoria",2019-11-30 23:58:18+00:00,1200927063051366400,115598495
24,"@CAugustElliott That was gold dust.  Even though he was Polish, I must admit that having narwhal tusks on hand as a normal part of the decor is a quintessentially British touch","Brisbane, Queensland",2019-11-30 23:58:17+00:00,1200927056353095680,4900620806
25,"First @theagesays that Jenny Morrison is a fashion influencer, and she is for The Brethren, then they say @ScottMorrisonMP is a good Bloke. Sounds like Fairfax and @9NewsAUS have been fingered.","Sydney, New South Wales",2019-11-30 23:58:11+00:00,1200927035008249856,176122504
26,"Frankie playing in the yard @ Prestons, New South Wales https://t.co/j1uJcybazU","Sydney, New South Wales",2019-11-30 23:58:08+00:00,1200927022568083457,47073031
27,".@NMFCOfficial players Emma King, @kaitashmore and @ashriddelll out watching Jess Duffin at Junction Oval.","Melbourne, Victoria",2019-11-30 23:58:06+00:00,1200927013030088705,291697791
28,Broke the drought. 🌧,"Sydney, New South Wales",2019-11-30 23:58:05+00:00,1200927007170629632,33830699
29,"@tosinolaniyi_ ""Aspire to perspire"" response","Melbourne, Victoria",2019-11-30 23:57:57+00:00,1200926974933225472,115598495
30,"Opening morning of Meeting Place 2019 in Belconnen, Canberra artsaccessaust with some of the wonderful artworks on display. Congratulations to all involved. It is about to be a very busy, action-packed three days… https://t.co/8fJ32rmqJr","Canberra, Australian Capital Territory",2019-11-30 23:57:42+00:00,1200926911419080704,1450407476
31,@ronckk You forgot to put them back into the cupboard,"Sydney, New South Wales",2019-11-30 23:57:42+00:00,1200926910571614209,33830699
