,tweet_text,initial_location,tweet_date,tweet_id,user_id
0,And we love a top #Queenslander in Queensland leaderboard update #AusPGA @GolfQueensland https://t.co/dHB0cqa8Pq,"Gold Coast, Queensland",2017-11-30 23:59:58+00:00,936384338320486400,380221021
1,Hey @Centrelink I can't report my earnings through the app or on the website and the call centre line is busy. This is really annoying!,"Sydney, New South Wales",2017-11-30 23:59:47+00:00,936384294691389441,19959745
2,@shouma_kun Like a grandma that wears heels XD,"Sydney, New South Wales",2017-11-30 23:59:45+00:00,936384283442155520,53088467
3,"Donald #Trump suffers from psychosis and is a 'very sick man:' Psychiatrist

@realDonaldTrump https://t.co/M1WiE74x70 via @Metro_US","Canberra, Australian Capital Territory",2017-11-30 23:59:44+00:00,936384279231193088,47197217
4,You heard the man! https://t.co/eRKzwR3aCK,"Perth, Western Australia",2017-11-30 23:59:42+00:00,936384272125927424,18601560
5,My boy.... He grow... https://t.co/9hY16fmUuQ,"Sydney, New South Wales",2017-11-30 23:59:32+00:00,936384231323795456,500331002
6,"Loving the chatter of the @VirginAustralia crew on the way to Melb - ""is this side hectic as well?"" (referring to overhead bags) ""hectic as bro!"" ""Oh yea super heccers"" ha","Sydney, New South Wales",2017-11-30 23:59:24+00:00,936384198893486080,26993668
7,@janyasor @MThorpXXi @StevieDub @Beerswme @jvartproof @unorganzed_lost Hahaha love that. Ppl aren't ready for this 🔥,"Sydney, New South Wales",2017-11-30 23:59:11+00:00,936384141121110016,47178606
8,@milliebbrown @themuliabali Glad you could finally get out of there now that the airports are open. Hope you enjoyed your break! 😁✌️,"Queensland, Australia",2017-11-30 23:59:08+00:00,936384129687420928,298900702
9,It's finally happening! First day of this road trip (yesterday) over. After packing our… https://t.co/Iknsop0144,"Lancelin, Western Australia",2017-11-30 23:59:07+00:00,936384126239813633,961448551
10,"@Morggaaann_53 got help? if not, dm me please.","Melbourne, Victoria",2017-11-30 23:59:07+00:00,936384125430145024,873159096878284800
11,"""My daily work aspires to the little picture"" Bob Graham on winning his award #PMLA #literature #PMLitAwards","Canberra, Australian Capital Territory",2017-11-30 23:59:06+00:00,936384120397094912,257703860
12,@MuuMuse 9. Radar (The Co-Ed Remix feat.  Pharrell),"Melbourne, Victoria",2017-11-30 23:58:57+00:00,936384085454331904,19055863
13,Ran outside like a child hearing the ice-cream van when those FA18s just tore over Launceston. So cool!,"Launceston, Tasmania",2017-11-30 23:58:54+00:00,936384072816869376,561965367
14,"@ellyn_gesell - this thread, with quotes from people who loved through the rise of Nazism is telling and disturbing.... https://t.co/BbiceG2SXY","Perth, Western Australia",2017-11-30 23:58:54+00:00,936384071550189569,1251664723
15,Mums in getting chemo and a prisoner just came in with a police escort talk about confronting 😬,"Sydney, New South Wales",2017-11-30 23:58:34+00:00,936383989467586562,22611811
16,Let’s go! My friends are waiting... #letsgo #walktime #melbourne #melbournedogs #adventures… https://t.co/h6W6zJDBhF,"Melbourne, Victoria",2017-11-30 23:58:24+00:00,936383946941706242,16504864
17,So I just had some wisdom teeth removed and I legit said Taylor Swift when I woke up from the anesthetic as I dreamt about Delicate and woke up with the “isn’t it?” part in my head,"Melbourne, Victoria",2017-11-30 23:58:19+00:00,936383924934078464,30645877
18,This version of NGD is basically just one big fiyero riff and I LOVE IT 🤘🏻 @racheltucker1 https://t.co/bi9u7JRNYw,"Perth, Western Australia",2017-11-30 23:58:14+00:00,936383904520355841,279364537
19,"""Resilient communities will never be defeated by terrorism"" @JJFForest in the best way to respond to #OvercomingTerrorism https://t.co/GsqelE5BjQ","Docklands, Melbourne",2017-11-30 23:58:11+00:00,936383890184220672,2834797636
